CTUID,Total income,  Market income,    Employment income,"      Wages, salaries and commissions",      Net self-employment income,    Investment income,    Private retirement income,    Market income not included elsewhere,  Government transfers,    Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),      Old Age Security pension (OAS),      Guaranteed Income Supplement (GIS) and spousal allowance,    Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,      CPP/QPP - Retirement benefits,      CPP/QPP - Disability benefits,      CPP/QPP - Survivor benefits,    Employment Insurance (EI) benefits,      EI - Regular benefits,      EI - Other benefits,    Child benefits,      Basic Canada Child Tax Benefit (CCTB),      National Child Benefit Supplement (NCBS),      Universal Child Care Benefit (UCCB),      Provincial and territorial child benefits,    Other government transfers,      Social assistance benefits,      Workers' compensation benefits,      Working income tax benefit (WITB),      Goods and services tax (GST) credit and harmonized sales tax (HST) credit,      Government transfers not included elsewhere,  After-tax income,  Income taxes,    Net federal tax,    Provincial and territorial income taxes
5350306.01,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900,3900
5350306.02,4125,4125,4125,4125,4120,4120,4125,4125,4125,4125,4125,4125,4125,4125,4125,4125,4125,4125,4125,4120,4125,4120,4125,4125,4125,4125,4125,4125,4125,4120,4125,4120,4125,4125
5350307.03,4430,4425,4425,4430,4425,4430,4425,4425,4425,4425,4430,4430,4430,4425,4425,4425,4430,4430,4430,4430,4430,4425,4425,4425,4430,4430,4430,4430,4430,4430,4430,4425,4430,4425
5350307.04,6330,6330,6335,6335,6335,6330,6335,6330,6335,6335,6330,6335,6330,6335,6330,6335,6330,6330,6335,6330,6335,6335,6330,6335,6330,6335,6330,6330,6335,6330,6330,6335,6335,6330
5350307.05,3300,3300,3295,3300,3300,3300,3300,3295,3300,3295,3295,3300,3300,3295,3300,3295,3295,3300,3295,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300,3300
5350307.06,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600
5350307.07,5485,5485,5485,5480,5485,5480,5485,5485,5480,5480,5485,5480,5485,5480,5480,5480,5485,5480,5480,5485,5485,5485,5485,5480,5485,5485,5480,5480,5480,5480,5485,5480,5485,5480
5350308.02,3680,3680,3680,3680,3680,3675,3680,3680,3680,3680,3680,3675,3675,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3680,3675,3680,3680,3680,3675,3675,3680,3675,3675,3675
5350308.03,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965,965
5350308.04,10290,10290,10285,10290,10285,10285,10290,10285,10290,10290,10290,10290,10290,10290,10290,10290,10285,10290,10290,10285,10290,10290,10290,10290,10285,10290,10290,10285,10290,10290,10290,10290,10290,10285
5350309.00,5290,5290,5290,5290,5290,5290,5290,5290,5290,5285,5290,5290,5290,5290,5290,5290,5290,5290,5290,5290,5290,5290,5290,5285,5285,5290,5290,5290,5290,5290,5290,5285,5285,5290
5350310.01,2850,2850,2855,2855,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2850,2855,2850,2855,2850,2850,2850,2855,2850,2850,2850,2850,2850,2850
5350310.02,4230,4230,4230,4230,4230,4230,4230,4230,4230,4230,4230,4230,4230,4225,4230,4230,4230,4225,4230,4225,4230,4230,4230,4230,4230,4225,4230,4230,4230,4225,4230,4230,4230,4225
5350311.02,4960,4960,4960,4960,4960,4955,4955,4955,4960,4960,4955,4955,4955,4955,4955,4960,4955,4955,4955,4960,4955,4960,4955,4955,4960,4955,4960,4960,4955,4960,4955,4960,4960,4955
5350311.03,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270,2270
5350311.04,5515,5520,5520,5520,5520,5515,5515,5520,5520,5520,5520,5520,5520,5520,5520,5515,5520,5520,5515,5520,5520,5520,5520,5520,5520,5520,5520,5515,5520,5520,5520,5520,5520,5520
5350311.05,5720,5720,5720,5720,5715,5715,5715,5715,5720,5715,5720,5715,5720,5715,5720,5720,5720,5715,5720,5715,5715,5720,5720,5720,5720,5720,5720,5715,5720,5720,5720,5720,5720,5715
5350311.06,5065,5060,5065,5060,5065,5060,5065,5065,5060,5065,5060,5060,5060,5060,5065,5060,5065,5060,5065,5065,5065,5065,5065,5065,5065,5065,5065,5060,5065,5060,5060,5065,5065,5065
5350312.02,2765,2765,2765,2765,2760,2765,2765,2765,2760,2760,2765,2765,2760,2760,2765,2760,2765,2765,2765,2760,2765,2760,2765,2765,2765,2765,2765,2765,2760,2765,2765,2760,2760,2765
5350312.03,5195,5190,5190,5190,5190,5190,5195,5190,5195,5195,5195,5190,5195,5195,5195,5190,5195,5190,5190,5190,5195,5190,5190,5195,5195,5190,5190,5190,5195,5190,5195,5195,5190,5195
5350312.04,4290,4290,4285,4290,4290,4290,4285,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4285,4285,4290,4290,4285,4285,4285,4290,4290,4290,4290,4290,4285,4290
5350312.05,2845,2840,2840,2845,2845,2845,2845,2845,2845,2845,2845,2845,2840,2845,2845,2840,2845,2845,2840,2840,2840,2845,2845,2840,2840,2845,2840,2840,2840,2845,2840,2840,2840,2845
5350312.06,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795,2795
5350312.07,2710,2705,2705,2705,2710,2710,2705,2710,2705,2710,2705,2710,2705,2710,2705,2710,2710,2710,2705,2705,2710,2705,2710,2710,2710,2710,2710,2705,2705,2710,2710,2705,2705,2710
5350313.00,4580,4580,4580,4580,4580,4580,4585,4585,4580,4580,4580,4585,4585,4585,4580,4580,4585,4585,4580,4580,4585,4585,4585,4580,4580,4580,4580,4580,4580,4580,4585,4580,4580,4580
5350314.01,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885,3885
5350314.02,4115,4115,4115,4120,4120,4115,4120,4115,4120,4115,4115,4115,4115,4115,4115,4115,4120,4120,4120,4115,4115,4115,4115,4120,4115,4115,4115,4120,4120,4120,4115,4115,4120,4115
5350315.01,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910,2910
5350315.02,2870,2875,2875,2875,2870,2870,2875,2875,2870,2875,2870,2870,2870,2875,2870,2870,2870,2875,2870,2870,2870,2870,2875,2870,2870,2875,2870,2870,2875,2870,2875,2870,2875,2870
5350315.03,4475,4475,4480,4475,4475,4480,4480,4475,4475,4475,4475,4475,4475,4475,4475,4475,4475,4475,4480,4480,4480,4475,4475,4475,4480,4475,4480,4480,4475,4480,4480,4475,4475,4475
5350316.01,3205,3205,3205,3205,3210,3210,3205,3205,3205,3210,3210,3205,3210,3205,3205,3205,3210,3205,3210,3210,3205,3205,3205,3205,3210,3210,3205,3210,3205,3205,3210,3210,3210,3205
5350316.03,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580,4580
5350316.04,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325,3325
5350316.05,3085,3085,3085,3085,3080,3085,3085,3085,3085,3085,3085,3085,3085,3085,3085,3080,3085,3085,3085,3085,3080,3085,3080,3085,3085,3085,3085,3085,3085,3085,3085,3085,3080,3085
5350316.06,2765,2765,2765,2760,2765,2765,2765,2765,2765,2765,2765,2760,2765,2765,2760,2765,2765,2765,2765,2760,2760,2765,2765,2765,2760,2765,2765,2765,2765,2765,2760,2765,2765,2765
5350317.02,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525,6525
5350317.03,3230,3235,3230,3230,3230,3230,3230,3230,3230,3230,3235,3235,3230,3235,3230,3230,3230,3235,3235,3230,3230,3230,3230,3235,3230,3230,3230,3235,3230,3235,3230,3230,3230,3230
5350317.04,5600,5600,5605,5605,5605,5605,5605,5605,5605,5605,5605,5605,5600,5605,5605,5605,5605,5605,5600,5605,5605,5600,5605,5605,5605,5600,5605,5605,5605,5605,5600,5600,5605,5605
5350317.05,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
5350318.00,7630,7630,7635,7635,7630,7630,7635,7635,7630,7635,7635,7630,7635,7635,7630,7635,7635,7630,7630,7635,7630,7630,7635,7635,7635,7635,7630,7635,7630,7630,7635,7630,7635,7630
5350319.00,3685,3690,3685,3690,3685,3685,3685,3690,3690,3685,3690,3690,3690,3685,3690,3685,3685,3685,3690,3690,3685,3690,3685,3685,3685,3685,3685,3690,3685,3690,3685,3685,3690,3685
5350320.01,4360,4360,4360,4360,4360,4360,4360,4360,4355,4360,4355,4360,4360,4355,4355,4360,4360,4360,4360,4360,4355,4360,4360,4360,4355,4360,4355,4360,4360,4360,4360,4360,4360,4360
5350320.02,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150,5150
5350321.01,3365,3365,3370,3370,3370,3370,3365,3365,3365,3370,3365,3365,3365,3370,3365,3370,3365,3365,3365,3365,3365,3365,3370,3370,3365,3365,3365,3370,3365,3370,3370,3365,3370,3370
5350321.02,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555,3555
5350322.01,4315,4320,4320,4320,4320,4320,4320,4320,4320,4315,4320,4320,4320,4320,4320,4320,4320,4320,4320,4320,4320,4320,4315,4320,4320,4315,4320,4315,4320,4320,4315,4320,4320,4320
5350322.02,2710,2705,2710,2710,2710,2710,2705,2710,2710,2710,2710,2710,2710,2710,2710,2710,2705,2710,2710,2705,2710,2710,2705,2710,2710,2710,2705,2710,2710,2710,2710,2710,2710,2705
5350323.01,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735,3735
5350323.02,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400
5350324.01,3015,3015,3015,3015,3020,3020,3015,3015,3020,3020,3015,3015,3015,3020,3020,3020,3015,3015,3015,3020,3015,3020,3015,3015,3020,3020,3015,3020,3015,3015,3020,3015,3020,3015
5350324.02,5335,5335,5335,5335,5335,5340,5335,5335,5335,5335,5335,5340,5335,5335,5335,5335,5335,5335,5335,5335,5335,5335,5335,5340,5340,5335,5335,5335,5340,5335,5335,5335,5340,5335
5350324.03,3540,3540,3540,3540,3535,3540,3540,3540,3540,3535,3540,3540,3540,3535,3540,3535,3540,3540,3540,3540,3540,3540,3540,3535,3540,3540,3540,3540,3540,3535,3540,3540,3540,3540
5350324.05,2985,2985,2980,2980,2980,2980,2985,2980,2985,2985,2980,2980,2985,2980,2985,2985,2980,2980,2980,2980,2980,2985,2980,2985,2980,2980,2980,2980,2980,2985,2980,2980,2985,2980
5350324.06,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945
5350330.00,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675
5350331.01,4685,4690,4685,4685,4685,4690,4685,4690,4690,4690,4685,4685,4690,4690,4685,4690,4690,4685,4690,4690,4685,4685,4685,4685,4690,4685,4690,4690,4685,4685,4685,4685,4690,4690
5350331.03,4530,4525,4525,4530,4525,4525,4525,4525,4525,4530,4525,4525,4525,4525,4530,4530,4525,4525,4530,4525,4530,4525,4525,4525,4525,4525,4525,4530,4530,4530,4530,4530,4525,4530
5350331.04,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2655,2650,2650,2655,2655,2655,2655,2655,2650,2655,2655,2655,2655,2655,2655,2655,2650,2655,2650,2655,2655,2655,2655,2655
5350332.00,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895,5895
5350333.00,3935,3940,3935,3935,3935,3935,3940,3935,3935,3935,3935,3935,3935,3935,3940,3935,3935,3940,3935,3935,3935,3935,3935,3940,3935,3935,3935,3935,3935,3940,3935,3940,3935,3940
5350334.00,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880,2880
5350335.00,6440,6435,6435,6435,6435,6435,6440,6435,6435,6435,6435,6435,6435,6440,6435,6435,6435,6435,6435,6435,6435,6440,6435,6435,6440,6440,6440,6435,6435,6435,6435,6440,6435,6435
5350336.00,5630,5625,5625,5625,5625,5630,5630,5625,5630,5630,5625,5625,5625,5625,5625,5625,5630,5625,5625,5625,5630,5625,5630,5630,5625,5630,5625,5625,5625,5630,5630,5625,5630,5630
5350337.01,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595,595
5350337.02,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570
5350338.00,4950,4950,4950,4945,4950,4945,4950,4950,4950,4945,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4950,4945,4950,4950,4950,4950,4950,4950,4945
5350339.00,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610,5610
5350340.00,5500,5500,5495,5500,5500,5500,5495,5500,5495,5495,5495,5500,5500,5500,5500,5495,5495,5500,5500,5495,5495,5495,5500,5495,5495,5500,5495,5495,5495,5495,5495,5495,5495,5495
5350341.02,3560,3560,3560,3560,3560,3560,3560,3555,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3555,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560,3560
5350341.03,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480,2480
5350341.04,4710,4715,4710,4710,4710,4710,4715,4710,4710,4715,4710,4715,4715,4710,4710,4710,4710,4715,4715,4710,4710,4710,4715,4710,4710,4715,4710,4715,4710,4710,4710,4710,4710,4710
5350342.00,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010,6010
5350343.00,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515
5350344.01,4435,4435,4440,4435,4435,4440,4435,4435,4435,4435,4435,4435,4435,4440,4440,4435,4435,4440,4435,4435,4435,4435,4435,4435,4435,4435,4440,4435,4435,4435,4435,4435,4435,4435
5350344.02,2895,2895,2890,2895,2895,2895,2895,2895,2895,2895,2895,2895,2895,2890,2895,2895,2895,2895,2895,2895,2895,2895,2895,2890,2895,2895,2895,2895,2895,2895,2890,2895,2895,2895
5350345.00,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340,3340
5350346.01,3660,3655,3655,3655,3660,3660,3660,3655,3660,3655,3660,3660,3660,3660,3655,3655,3655,3660,3655,3655,3660,3655,3660,3655,3660,3660,3660,3660,3655,3660,3655,3655,3655,3655
5350346.02,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365
5350347.00,2205,2200,2200,2205,2205,2200,2205,2205,2200,2205,2205,2200,2205,2200,2200,2200,2200,2205,2205,2205,2200,2205,2205,2205,2205,2205,2200,2205,2205,2200,2205,2205,2205,2205
5350348.00,4515,4515,4520,4515,4515,4515,4515,4515,4520,4515,4515,4520,4520,4515,4515,4515,4515,4515,4515,4520,4520,4515,4515,4515,4515,4515,4515,4515,4515,4515,4515,4520,4515,4515
5350349.00,4780,4785,4785,4785,4785,4785,4780,4780,4785,4780,4780,4785,4780,4780,4785,4785,4780,4780,4785,4785,4785,4780,4780,4785,4785,4785,4785,4785,4780,4780,4780,4785,4785,4785
5350350.00,4515,4510,4510,4510,4510,4510,4510,4510,4510,4515,4510,4515,4510,4510,4510,4510,4515,4515,4510,4510,4510,4510,4510,4510,4510,4510,4510,4515,4510,4510,4510,4510,4510,4510
5350351.01,4595,4595,4595,4595,4600,4600,4595,4600,4600,4600,4595,4595,4595,4595,4595,4600,4600,4595,4595,4595,4595,4595,4595,4595,4595,4600,4595,4600,4600,4600,4595,4595,4595,4600
5350351.02,2335,2340,2335,2340,2335,2340,2335,2335,2335,2340,2335,2335,2340,2335,2335,2335,2335,2335,2335,2335,2335,2335,2335,2335,2335,2340,2335,2335,2335,2335,2335,2335,2335,2335
5350352.00,4360,4355,4355,4355,4355,4355,4360,4355,4360,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4360,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355,4355
5350353.02,4340,4340,4345,4345,4340,4345,4340,4345,4340,4340,4345,4340,4340,4340,4340,4340,4345,4340,4340,4340,4340,4340,4340,4345,4345,4345,4345,4340,4340,4345,4345,4340,4340,4345
5350353.03,2605,2605,2605,2605,2605,2605,2600,2605,2605,2605,2605,2600,2605,2605,2605,2605,2605,2605,2605,2605,2605,2605,2605,2605,2605,2605,2605,2605,2600,2605,2605,2605,2600,2605
5350353.04,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595
5350354.00,4415,4415,4415,4415,4415,4415,4415,4415,4420,4415,4415,4415,4415,4415,4415,4415,4415,4415,4415,4420,4415,4415,4415,4415,4415,4415,4415,4415,4415,4415,4415,4420,4415,4415
5350355.02,4420,4420,4415,4420,4415,4420,4420,4415,4415,4420,4415,4420,4415,4420,4420,4420,4420,4415,4415,4415,4415,4420,4420,4415,4420,4420,4415,4420,4415,4420,4420,4420,4420,4420
5350355.04,3990,3990,3990,3990,3985,3990,3990,3985,3985,3985,3990,3990,3985,3990,3990,3990,3985,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990,3990
5350355.05,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230,2230
5350355.06,1240,1240,1245,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1245,1240,1240,1240,1240,1245,1240,1245,1240,1245,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240,1240
5350356.00,3875,3875,3875,3880,3875,3875,3875,3875,3875,3875,3875,3880,3875,3875,3875,3880,3875,3875,3875,3875,3875,3880,3880,3880,3880,3875,3875,3875,3880,3875,3880,3875,3880,3875
5350357.01,5500,5500,5495,5500,5500,5500,5500,5495,5500,5500,5500,5500,5495,5500,5500,5500,5495,5500,5495,5500,5495,5500,5495,5500,5500,5495,5500,5500,5500,5500,5500,5500,5500,5495
5350357.02,3725,3720,3725,3720,3720,3720,3720,3720,3725,3720,3720,3725,3720,3720,3720,3720,3720,3720,3720,3725,3720,3720,3720,3720,3720,3720,3720,3720,3720,3725,3725,3720,3720,3725
5350358.01,2865,2865,2865,2865,2860,2860,2865,2860,2865,2865,2865,2860,2860,2860,2860,2860,2865,2860,2860,2865,2860,2865,2860,2860,2865,2865,2860,2865,2865,2865,2860,2860,2860,2865
5350358.02,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930,3930
5350358.03,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540,4540
5350359.00,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025,6025
5350360.00,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035,5035
5350361.01,4960,4960,4960,4955,4960,4960,4955,4955,4960,4960,4955,4960,4955,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4960,4955,4955,4955,4960,4955,4955,4960
5350361.02,6235,6235,6230,6230,6235,6235,6235,6235,6235,6235,6235,6235,6230,6235,6235,6235,6235,6235,6235,6235,6235,6235,6230,6235,6235,6230,6235,6235,6235,6235,6235,6230,6235,6230
5350362.01,5245,5250,5250,5250,5245,5245,5245,5250,5245,5250,5250,5250,5250,5250,5245,5245,5250,5250,5250,5250,5250,5250,5250,5250,5245,5245,5250,5245,5245,5250,5250,5250,5250,5245
5350362.02,4870,4870,4870,4870,4875,4870,4870,4870,4870,4875,4870,4875,4875,4875,4875,4870,4870,4870,4870,4870,4875,4870,4875,4870,4870,4870,4870,4875,4870,4870,4870,4875,4870,4875
5350362.03,6055,6055,6060,6060,6055,6055,6055,6055,6055,6055,6055,6055,6060,6060,6055,6060,6055,6060,6055,6060,6060,6055,6055,6055,6060,6055,6060,6055,6055,6060,6055,6055,6055,6055
5350362.04,4190,4190,4190,4185,4190,4185,4190,4190,4185,4190,4190,4190,4190,4190,4185,4190,4185,4190,4190,4190,4190,4190,4190,4190,4190,4185,4190,4190,4185,4185,4190,4185,4190,4185
5350363.02,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800
5350363.04,3105,3105,3100,3100,3100,3100,3100,3100,3100,3100,3105,3105,3100,3100,3100,3105,3100,3100,3100,3100,3100,3100,3100,3100,3105,3105,3100,3100,3100,3100,3105,3100,3105,3105
5350363.05,3565,3560,3560,3560,3565,3565,3565,3565,3565,3565,3560,3565,3560,3560,3565,3565,3565,3565,3565,3560,3565,3565,3560,3560,3565,3565,3560,3565,3560,3565,3565,3565,3560,3560
5350363.06,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290,6290
5350363.07,4240,4235,4240,4240,4240,4240,4240,4240,4240,4240,4240,4240,4235,4240,4240,4235,4240,4240,4240,4240,4235,4240,4240,4240,4240,4240,4240,4240,4240,4240,4235,4240,4240,4240
5350364.01,4810,4810,4810,4810,4815,4810,4815,4810,4815,4810,4810,4810,4810,4810,4810,4810,4810,4810,4810,4810,4810,4810,4815,4810,4810,4810,4810,4815,4810,4810,4810,4810,4815,4810
5350364.02,2455,2455,2460,2460,2460,2455,2460,2460,2455,2460,2460,2460,2460,2455,2460,2460,2455,2460,2460,2455,2460,2460,2455,2455,2455,2455,2460,2460,2460,2460,2460,2460,2460,2460
5350365.00,5435,5435,5430,5435,5430,5430,5430,5430,5430,5430,5430,5435,5435,5430,5435,5435,5430,5435,5435,5430,5435,5435,5435,5430,5435,5430,5435,5430,5435,5430,5435,5430,5430,5430
5350366.00,5105,5105,5105,5105,5105,5100,5105,5105,5105,5105,5105,5105,5105,5105,5100,5105,5105,5105,5105,5105,5105,5105,5100,5100,5105,5105,5105,5105,5105,5105,5105,5105,5105,5105
5350367.01,3755,3755,3755,3760,3760,3760,3755,3755,3755,3760,3755,3755,3760,3755,3755,3755,3760,3760,3755,3755,3755,3760,3760,3755,3760,3755,3755,3760,3760,3755,3755,3755,3755,3755
5350367.02,3025,3025,3020,3025,3025,3025,3020,3025,3020,3025,3025,3020,3020,3020,3025,3020,3025,3025,3025,3025,3025,3025,3025,3025,3020,3025,3025,3020,3025,3020,3020,3020,3025,3020
5350368.01,6275,6270,6270,6270,6270,6270,6275,6270,6270,6275,6270,6275,6270,6270,6270,6275,6270,6270,6275,6270,6275,6275,6275,6270,6270,6270,6275,6270,6270,6270,6270,6270,6275,6275
5350368.02,3285,3285,3285,3285,3285,3285,3290,3285,3290,3285,3285,3285,3290,3290,3285,3285,3285,3290,3285,3285,3290,3290,3285,3285,3285,3290,3285,3285,3285,3285,3285,3285,3285,3285
5350369.00,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6300,6305,6300,6300,6305,6300,6300,6300,6300,6300,6300,6300,6300,6300,6305,6305,6300,6300,6300,6305,6300,6300,6300
5350370.01,7945,7940,7940,7945,7940,7945,7940,7940,7945,7940,7940,7945,7940,7940,7940,7940,7940,7945,7940,7940,7940,7940,7945,7940,7940,7940,7945,7945,7945,7940,7940,7945,7940,7945
5350370.02,4420,4420,4420,4415,4420,4420,4420,4420,4420,4415,4420,4415,4420,4415,4420,4420,4415,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4420,4415
5350370.03,3415,3410,3415,3415,3415,3410,3410,3415,3410,3415,3415,3415,3415,3410,3415,3410,3410,3410,3415,3410,3410,3415,3415,3415,3415,3415,3410,3415,3415,3415,3410,3415,3415,3415
5350371.00,6240,6235,6240,6235,6235,6235,6235,6240,6240,6235,6240,6235,6240,6240,6235,6235,6240,6240,6235,6235,6240,6235,6235,6240,6235,6235,6235,6240,6235,6240,6240,6240,6240,6240
